Text,Cipher,IC,Top9Letters,Top5Bigrams
jdxqyaoabiqbdppvadrguzniosyhwaqsnioaqdhidmotqypooudutvdaagdzozqxteypnjdnojtaoyxouuqdpdghniosduniooap,MonoalphabeticSubstitution,0.06,odaqipuny,od da aq qi ip
ndxkrdsqlvqklvqeweglvbbedehqxqletoemweoufgdopxfmhdxqvbbevgvqqle,MonoalphabeticSubstitution,0.0624679979518689,eqvdlxbgo,eq qv vd dl lx
zcgleslpcybwylbgjjcosgnncbgqufyrwmsfytcrmcvncargljgdcgrgqrfcslgtcpqyjnpcbgaykclrgrgqwmspjmryqyfskylzcglermjyaiufyrgrryicqagpaskqrylacqypcqcjbmkpgefrwmslctcpfytcrfcaynyagrgcqrfcqrpclerfrfcugqbmkrfctgprscwmsmsefrrmfytcwmsksqryjuywqbmugrfjcqqrfylwmslccbglyqgrsyrgmltyqrjwbgddcpclrdpmkufyrwmsumsjbfytcafmqcl,ceaser,0.0622035713505125,crygqfmls,ms fy rf wm rg
teiosedaxosteaiaoxfthdttrtxwesieafntorwshltexdgentwrdxhrsnhascxrehoeleexsinchrwnx,ColumnarTransposition,0.0682098765432098,etxshroan,et tx xs sh hr
ptbmbgzblghmfxkxxfimrahibgzbmatlmaxbggxkvxkmtbgmrhykxtvabgzmaxzhte,ceaser,0.068997668997669,bmxgtazhk,bg gz xk ma tb
erguhiwteopenoaugtmyxaonoerttyitsan,ColumnarTransposition,0.0554621848739495,teonargui,te eo on na ar
wjtrkiyzrryifygusabzreakikiyqzdgukgzdkgqfixodrjxtjvygdq,MonoalphabeticSubstitution,0.0491582491582491,rkiygzdjq,rk ki iy yg gz
kuylzfdvzojlmlknfvuyypoovnvjrjhzpyktpnl,Vigenere,0.0512820512820512,ylvkzojnp,yl lv vk kz zo
arrsioowsnxnittctuhenxmliraodrntxmeoihnfylatyahohtneaoxassyrbaedbxtfhweenecux,ColumnarTransposition,0.0536568694463431,anteoxrhs,an nt te eo ox
qrjbctpfryzvokmzrywvkruyxnzwvezuchmtgfyrqvlweyngbsxzgwlz,Vigenere,0.0402597402597402,zryvwgqbc,zr ry yv vw wg
gbjuiboeepvcucpuibsfoffefeopubtboubhpojtutcvuxpsljohtjefcztjefupublfvtbspvoeuifvolopxodvswf,ceaser,0.0642246642246642,uofbpevtj,ui pu ef ub ib
btkyqmhbbnyenwxycsqmkyfsvwahcxzwdpuuxozonddwsthabfeollwkyl,Vigenere,0.0356926799758015,ywbkhnxsd,yw wb bk kh hn
sthlnuycixftosxniftufoncxveluieceisriensentaosledx,ColumnarTransposition,0.0587755102040816,esnitxluc,es sn ni it tx
ziectzxolggocrtypforuoownzpceiugfcdsfuxckdechgsymwgsidxkt,Vigenere,0.0419799498746867,cogzietxf,co og gz zi ie
zypoljtycpeczdapneespjplcdzqdecfrrwphtwwdectvpjzfldespxzdemplfetqfw,ceaser,0.0587969244685662,pedzcltfw,de ec zd es sp
wggflgfdpqtxgdzxrpsynrgdrmg,MonoalphabeticSubstitution,0.0683760683760683,gdrfpxwlq,gd dr rf fp px
iefhonhhnthooucnesnwiaubnbsehdgadtlettotso,ColumnarTransposition,0.0627177700348432,hontesiua,ho on nt te es
lzdqwhgdshuihfwhqglqjqrzlyhohduqhgwkhkdugzdbwkdwvrphsrhpvgrqwukbphdqgvrphvwrulhvgrqwkdyhdfohduehjlqqlqjplggohdqghqgolihlvderxwqrwnqrzlqjkdylqjwrfkdqjhwdnlqjwkhprphqwdqgpdnlqjwkhehvwrilwzlwkrxwnqrzlqjzkdwvjrlqjwrkdsshqqhaw,ceaser,0.0683257918552036,qhwdlrgkj,lq qj kd wk dq
bnxitrhtsxnxyxnsgjnslfgqjytinxynslznxmfrtslifsljwxfsirfpjfhmtnhjtkymjqjfxymfwrkzq,ceaser,0.0570987654320987,nxfsjtyir,nx sl xy ns ts
bhgfhslemjsqfdorjqyfgmnjmq,MonoalphabeticSubstitution,0.0461538461538461,fmjqhgsbl,fm mj jq qh hg
afxgjlqzgmjkakzsddtwaftslldwoalzdalldwafxgjeslagfsfvgflzwkhmjgxlzwegewfloaddzsnwlgescwlzwegklegewflgmkvwuakagfktmlatwdawnwlzslgfwkkhajalwfdsjywkoalzjwkhgfkatadalqsfvlzsloalzygvkzwdhakzsddescwlzwesfvescwlzwejayzl,ceaser,0.0675242608891898,lwazgfksd,lz al zw zs es
tgenlxbakegosndofsniemeredeaheennptw,ColumnarTransposition,0.0698412698412698,entgaosdl,en nt tg ga ao
rafvxaihixsfslxheibdcteexnitlheosextchyainuexifdld,ColumnarTransposition,0.0579591836734693,xiehafsld,xi ie eh ha af
qbemsllrpjlsejbndvbwwlvjjphluvsyejermlvjvspjdsymlrjeeslvjpbm,MonoalphabeticSubstitution,0.0751412429378531,jlesvbmpr,jl le es sv vb
qgoogrzlttkrpzglvjblovq,MonoalphabeticSubstitution,0.0553359683794466,golqrztvk,go ol lq qr rz
aiwtirhsyvhecwmrhipmfivexmrkerhaiirhxliqamxlsyxgsqmrkxsercviwspzi,ceaser,0.0567307692307692,irhsmxeaw,rh mr ai iw ir
eqzikhvfixqzwxoqxofqwjozp,MonoalphabeticSubstitution,0.06,qzxoifwek,qz zx xo oi if
ujbdykiwvkemyfqvefpkhzufkuarcacoeoxtodcvtlksvzyjvjtzqtvs,Vigenere,0.0383116883116883,vktujyefz,vk kt tu uj jy
wehbzbnenkskmnsoakenzpaesy,MonoalphabeticSubstitution,0.0646153846153846,enksbzawh,en nk ks sb bz
oeeitgeeuvgthaoasdrvlnighnbelevrleaaetft,ColumnarTransposition,0.0692307692307692,etagvloih,et ta ag gv vl
amkcufyramkckywrgkcylbrfcfmsppslqrfpmsefrfcpmsefcqrbyw,ceaser,0.063591893780573,fcrmkyspa,kc rf fc ms am
trlaacosyedxtawxhylxsdaxdlhxeewxalaxhely,ColumnarTransposition,0.082051282051282,xaleydhts,xa al le ey yd
oijehktzhlweowxeizglwmaiawxdshopadgdzvzgahcilzfbpowuct,Vigenere,0.0419287211740041,zwoihaelg,zw wo oi ih ha
fvakwxdweoxnxcvmflrntqwjnbctvoajvxwxdilnxxmbihxpfrwjnwdvvtk,Vigenere,0.0520163646990064,xvwnfdtja,xv vw wn nf fd
iolfcpymulyhypylwylnuchypyhziluhbiol,ceaser,0.0841269841269841,ylhipuocf,py io ol yh hy
itzgydtzwxjqkfsidtzitzgyjajwdymnsldtzxjjoziljdtzwxjqkfsidtzxjjoziljxjajwdbmjwjgzynkdtzqnxyjsytymjxtzsitkdtzwtbsatnhjdtzhfswnxjfgtajitzgyfsiozilrjsyfsidtzhfsxjjktwjajw,ceaser,0.0683461117196057,jtzidsywx,tz dt xj fs si
akazgriwpdambrjzospwdhgculndrzvgddjamhjsxdahjwgkurowgkt,Vigenere,0.0451178451178451,dagrwjkzh,da ag gr rw wj
qrzbpenplvfnfznyyuneqpberbspbzzbanterrzragfheebhaqrqolnevpuinevrglbsvaqvivqhnyqvssreraprf,ceaser,0.0589887640449438,renqbvpza,ne er qr rz zb
muaexkwisxiucpmnsctarteudansredscvxnyeaxnosexabvhx,ColumnarTransposition,0.0514285714285714,xaesnucmi,xa ae es sn nu
toqhgofsghippcfbhvwbugpihghohwghwqgofsacfsdzwopzs,ceaser,0.0637755102040816,hgofspwqi,fs gh hg go of
szbcyvsdgvdhcnqhzyzqlsfyvtqyztqpzisqhxsyzilpvkspzdqhtssqlpq,MonoalphabeticSubstitution,0.0677966101694915,sqzyvhpdl,sq qz zy yv vh
dvrxqgglvfuhwlrqlvqrwvrpxfklqglfdwhgebqhyhupdnlqjdplvwdnhdvebqhyhuuhshdwlqjlw,ceaser,0.0618591934381408,lhqdvwrgu,lv lq dv vr qg
bheqrrqffgvyygeniryjvguhfsebznsnenaqjungjrunirorraznxrfhfjungjrner,ceaser,0.0662004662004662,rnefgjuhq,un rr en ni ir
jlxsuhgmtwuyvqcupmwigskcoonpbmbkionjjsthjtrjokmovqhkrck,Vigenere,0.0404040404040404,jkomsuhtc,jk ko om ms su
pwomsbfhdoulqmkjopaetxgpxpfkcsupmzwxbuxpfxgpnwuvwdpxzumrdy,Vigenere,0.0477918935269207,pxuwmofds,px xu uw wm mo
pfpmoldjlansenriunonnfyeeufuheoiyfzlrfdilxaugihsesihihlfbayzficl,Vigenere,0.0520833333333333,filneuhoa,fi il ln ne eu
cbddivtibtespxofenpsfnfouiboofquvof,ceaser,0.0571428571428571,ofbidvtes,of ib cb bd dd
cnvavfuneqgborneohgjvgucngvraprqnlolqnlriraguvffunyycnffnjnl,ceaser,0.063276836158192,nvfgrulca,cn nl vf fu un
nqmwcqnlgqrnylfzqpwiqhr,MonoalphabeticSubstitution,0.0632411067193675,qnwlrmcgy,qn nw wl lr rm
oljrxueeexetiyshfgexsganyhhvnetonhx,ColumnarTransposition,0.0588235294117647,exhnotysg,ex xh hn no ot
rancsatclxoktakneoyxeioenurlsxosehsiannagtocamfsdxtmfsofeaudfsseilgtfnnsroslokex,ColumnarTransposition,0.0594936708860759,soanetxfl,so oa an ne et
rqfhwkhzkdwlvghflghgwkhkrzdozdbviroorzvzhpxvwqrwpdnhwkhkrzdqhafxvhiruqrwidflqjdqgdffhswlqjwkhzkdw,ceaser,0.0625,hwdrkqzfv,wk kh rz zd fh
thnqtjuqsqdtethnethnuocscqtsovrhnejdhtnuannqsqthnusqdvqc,MonoalphabeticSubstitution,0.0824675324675324,tnqhsudec,tn nq qh hs su
mkwindagsvlgwesvxldsjewysvlywigsqagdswxqendxvamvasmkayulnqgnqdvlsieglnvwylxqendxasvsvlywddmwigseculvagnvay,MonoalphabeticSubstitution,0.0616352201257861,svlwdagne,sv vl lw wd da
whavzzxdarbcrsrmtwrfrmrwrfudmswradpimqnrdltkjmzhmnwadwx,Vigenere,0.0612794612794612,rwmdazhxs,rw wm md da az
vdogdgjouhfqkozegbbprmxspnbvivdnzjrvgwuvrjhogpfdrvpbhbkvdofxj,Vigenere,0.0491803278688524,vdogbjprh,vd do og gb bj
janbserburxtpiudidrtnrxzri,MonoalphabeticSubstitution,0.0584615384615384,rinbuxtdj,ri in nb bu ux
telilkdbpqtxfqpjlpqprobivtfkp,ceaser,0.0566502463054187,ptlqikbfe,pq qp te el li
iwtbdhieditcipcshprgtsrdbbpcslwxrwrpcqtapxsjedcpcnpgixhixhiwtrdbbpcslpxi,ceaser,0.0625978090766823,pictbdsrx,pc hi cs iw wt
uscwgezdpibfkacjknxnxverlkagmjhqiofnzkuvwbajvzqgyehoce,Vigenere,0.0293501048218029,ekcgzajnv,ek kc cg gz za
jofbdibdujpoxfnvtumpplcfzpoeuifbdujpobupvsqbtuqsftfouboegvuvsftubufboebupuifstxipnjubggfdutboetffuifsfmbujpopgbmmuiptfuijohtboeuifoxftibmmcfwfszdbvujpvt,ceaser,0.0699721157197629,ufboptijv,ui oe uj jp po
pyjasbqhenbqgfwaerwdfogpoemssewinnwldpxviacwwfvxsvaofmwir,Vigenere,0.0419799498746867,wasefpnoi,wa as se ef fp
hrahorxndfhseyoyntbexioeiebxysgmvmxutydedxeloterbsrtgtexmertrexeboaemx,ColumnarTransposition,0.0683229813664596,exrtoybmh,ex xr rt to oy
aantnoexettxgcexmtakrrpxvhoxyncoehaxeesx,ColumnarTransposition,0.073076923076923,xeatnocrh,xe ea at tn no
kevhirmrkmweribivgmwimrstxmqmwq,ceaser,0.0731182795698924,mirwkevqh,mw mr ke ev vh
utiwuymlboxriuhktteisiayumotexmgvkqqpilxmteiboxriobiseiyl,MonoalphabeticSubstitution,0.0557644110275689,itumoxeyl,it tu um mo ox
enoekvmennexiiexraohosssbahvwdwr,ColumnarTransposition,0.0524193548387096,enosvxira,en no os sv vx
gorkfopyeqrddrscpsqrdkcvyxqkxnkcgovvkcgouxygryggorkfolooxnopokdonpybeckckmrbscdskxzoyzvodroboscxygledyxomyebcodyzebceogowecdkmmozddrocsdekdsyx,ceaser,0.0657276995305164,odkcyrgex,go kc dr sc yx
wunlaqgtfpxtkgaqeguqnxhtgnalqtilajmhluxwtilpguhlkxaynaytxtil,MonoalphabeticSubstitution,0.059322033898305,ltagxunqh,lt ta ag gx xu
dapdwpywjdwralwpeajyaywjdwrasdwpdasehh,ceaser,0.0953058321479374,wdapyjres,dw wp da pd yw
elosldfkgsobptpjitdoubcobuiltpidjudojlhbkuagbqgjhbjldpaktjrktjt,MonoalphabeticSubstitution,0.0552995391705069,jbtlodkpu,jb bt tl lo od
xomlzhavwtvmjuufmxaavxiwmkbazozmiigxvlsqkramjgimbqpxny,Vigenere,0.0454227812718378,mxavizolw,mx xa av vi iz
ntvrieaftxbrpnmsoahxlhredtieoxgwefnrtrhxiayceronrxhamadnshwxstiteancsxeueedelfuo,ColumnarTransposition,0.0541139240506329,erxntahis,er rx xn nt ta
bsilbkpmgfsnrhnftenfvylddqswaddofvvazpcnhbkmqojtaxqmy,Vigenere,0.0312046444121915,fndbsmvqa,fn nd db bs sm
odcqeeosicnnechifmaisnttfoomrnefcodgmeouoantn,ColumnarTransposition,0.0676767676767676,onecifmtd,on ne ec ci if
chcbhictgrlypsusupchyhkpfaqadcaicrlybtcogzopsgktwgfwv,Vigenere,0.0435413642960812,chgptysab,ch hg gp pt ty
tatoonhsrheaelxhthnmunoixsgttxrorwxtmbyxitiewthhhx,ColumnarTransposition,0.070204081632653,thxonreia,th hx xo on nr
ktcstxfigzktuvcgqwca,MonoalphabeticSubstitution,0.0421052631578947,tckgsxfiz,tc ck kg gs sx
nyrknyveuilebfevjvvjzefkyvinfdvefevjvvjzexrisfjfsvi,ceaser,0.0839215686274509,vefjinyrk,vj ny yv ve fe
onhdswnengmlhlwpayoudoalmeaoeddn,ColumnarTransposition,0.0604838709677419,ondelahwm,on nd de el la
fwymhuffqutuubizwdhkfqhd,MonoalphabeticSubstitution,0.0652173913043478,fuhwqdymt,fu uh hw wq qd
byqbijimnjihymnbybiolizfcpchacmfceynbylomncwqbiqucnmzilnbylcpylnilohionvyzilybywlimmym,ceaser,0.0716826265389876,yibmnlcoq,by bi mn nb yl
oygojnkxkyznkxobkxocgtzzulrucutnkxkyznkjoxkizoutocgtzzumugtjvazsehugzotocgyxkgjeluxznkxobkxzuzgqkatkdvkizkjzaxtygtjvxkyktzuhyzgirky,ceaser,0.0682325308279506,kzxogtuyj,kx nk xk ky gt
tdtnwhefaenoetxmntlnniethpetsxseoadtvdmredhaxrrneaeliotohreoauiheheronwtorn,ColumnarTransposition,0.0745945945945946,etnohradx,et tn no oh hr
zjowtnicdjigneccvnizneflnfojsvflwzzjowtbfv,MonoalphabeticSubstitution,0.0534262485481997,nzjfowicv,nz zj jf fo ow
itwtgxnchthxooatkrdthaaebhnnixbidonx,ColumnarTransposition,0.0619047619047619,txnhioadb,tx xn nh hi io
xmwxtmwnbmvaigbpibqvilmuwkzikglmkqaqwvaizmuilmjgiuirwzqbgwnbpmxmwxtmwnkwczambpibqavwbbzcmlmkqaqwvaizmuilmjgiuirwzqbgwnbpwamepwuismbpmuamtdmapmizlivlepwdwbmidmzglqnnmzmvbbpqvo,ceaser,0.06557703807056,mwibaqzpv,bp lm ui mw wn
alnegeaaodxnicsrtlnmlxckhmeoataexmeehalphtnxeedoetthcsxorrsebetsaxrafiraheehs,ColumnarTransposition,0.0700615174299384,eaxthsrln,ea ax xt th hs
bcpzsrssrghvohofsqcbqsozsrofsacghsghssasr,ceaser,0.1024390243902439,srhocgbzf,sr gh zs ss of
yvjxuhumuhuthuqcijeiubbcuhhoqdtiqtjejubbqdtjxushyuhhkdwxyirubbmxqjmekbtoekrko,ceaser,0.0604921394395078,uhbjtqxie,uh hu ub bb jx
dtseahedsxibathlireotatrvwdtexteycepcohtowitehahtxhclogahuohauevrtlnue,ColumnarTransposition,0.0654244306418219,tehaodxil,te eh ha ao od
umvacuqiufbthlzotqiawu,MonoalphabeticSubstitution,0.0432900432900432,uaqitmvcf,ua aq qi it tm
rfczcrrcpnyprmdtyjmspgqbgqapcrgml,ceaser,0.0568181818181818,rcpmgyqfz,cr gq rf fc cz
tnzfwoyenwltxesletslgpypgpcqpweespfcrpezpiawzcppgtwmfehspyjzfopdnpyotyezspwwjzfslgpezmpgpcjnlcpqfw,ceaser,0.0662739322533137,pewzfstyl,gp zf sl py pg
uqsxfuhiedxqiqbyjuhqjkhuydiytujxucrkjmxudfuefbubeiubqdwkqwumxudjxuoxqlujeunfuhycudjmyjxfkjjydwjxuyhjxekwxjijewujxuhedjxuifejjxqjimxqjybeluceijjxqjimxuhusxqhqsjuhbylui,ceaser,0.0787878787878787,ujxqiehyd,jx xu uh xq qj
bewunodunarjfewhferoxheoeslxtsstagn,ColumnarTransposition,0.0453781512605042,enoswuarf,en no os sw wu
muxdugsahaeguuhtpgdoreugdihpbhlngpfvcywsrjldegnnfejze,Vigenere,0.0428156748911465,guedhpnsa,gu ue ed dh hp
nhfikvbsfvbqvcjbfshtiypkbwvkwrqkbfnuhxyswcvnxspavxmkhiqyhk,MonoalphabeticSubstitution,0.0496067755595886,kvhbfsniq,kv vh hb bf fs
mzkeveelvjhtgerwntlfcptzshwubghetduzgnawgiagyalseugvnmeoagz,Vigenere,0.0467562828755113,egztavlhw,eg gz zt ta av
utikzukbkxesgtgtjtgzoutiuskyznksusktzzujkiojkgtjznkinuoikmukyheluxkbkxzcodzzngzjgxqtkyygtjzngzromnz,ceaser,0.0700886415172129,kzutgjnio,gt zn tj gz ky
jujtbmxbztuivtjnqbmfeczbtubufpgnjoexijdijteftujofeopuupmbtuuibuxfnblfpvsjssfwpdbcmfefdjtjpot,ceaser,0.0611562350692785,jutbfpemi,tu jt fe uj bm
basgfdunhiesenfhibdoemlsnginleiflsuondeily,ColumnarTransposition,0.0615563298490127,nieslfdbg,ni ie es sl lf
hcnsektieyirbloeasotxtnnyhrisjstwul,ColumnarTransposition,0.0436974789915966,stneihyrl,st tn ne ei ih
pbicafpqorpqfpqebzxrpblcjlpqlclrocxfirobpfkqebxpproxkzblcpqobkdqeqebobfppqobkdqexkaqebvxobqebtbxhbpqeltbsbopqolkdtelexsbklcxfqefkqebjpbisbploqebfoltkmltbop,ceaser,0.0749057394218684,bpqoelxkf,qe pq eb ob qo
zckemrkamytfmynrkoclaxzgcrinzjhbfmourtqfmoijaibrkzwk,Vigenere,0.0422322775263951,kmrzcafoi,km mr rz zc ca
geovgxagfkffmsosfftiwqigkwefywkfdggiqmvtoqorksefbwvlxnaw,Vigenere,0.0545454545454545,fgwokevsi,fg gw wo ok ke
lmrfglencpfynqgqqrpylecmlacwmsfytcyaacnrcbjgdcgrqcjdrfcepcyrqrpyleczsqglcqqufgafglajsbcqyjjjcqqcpqrpyleclcqq,ceaser,0.0719972308757355,cqlrygfpj,le qq cq fg gl
ikqbeqaxlnkkfmrzmyzbqaxdihrvzznkvqwklqjznqzzndvsqbzdarfqblnkkf,MonoalphabeticSubstitution,0.0602855631940772,qzknbalfr,qz zk kn nb ba
aaaendglttndntirudeepnhntoohiiteghmsesif,ColumnarTransposition,0.0615384615384615,entiadhgo,en nt ti ia ad
ktiblbathdybgvuwjhsmlzfjsvpodqeotlpuguyefhedheobqnijvc,Vigenere,0.0321453529000698,bhetldvuj,bh he et tl ld
vejtuyeaboqkjvecirvjzviyiyrfyvizhiyevouzvhoqeoyaruiggceavoiu,MonoalphabeticSubstitution,0.0627118644067796,vieyoujar,vi ie ey yo ou
siodhonnnptrghhlwiasreshnwtoiilsxunttofsmgahpeeeeasnmtxrariartaaixicarrcsglex,ColumnarTransposition,0.0574162679425837,asirnteho,as si ir rn nt
oboqzmmiaiamebjivfsbsiamxxnzqqojwvizotebpafqypqxooavbtp,Vigenere,0.0525252525252525,obqiamzvx,ob bq qi ia am
jcrtunppchnwnkuhyxfyqzdjxmzxlylbdgnepujshnqfufwjrihnnrbuyacgutw,Vigenere,0.0404505888376856,nujhycrpw,nu uj jh hy yc
oczxjrvmygtyjbwvmfnhjmzqdjgziogtocvidowdozn,ceaser,0.044296788482835,ozjvmgdcy,oc vm gt do cz
aolilzadljhukvpzzpglbwaoljohujlzjhsjbshalaolypzrzpucvsclklzapthalvbyhipspafavklhsdpaoaolthukaoluthrlvbywshuzdpaojvumpklujl,ceaser,0.063406042541661,lahpozujv,ao ol hu lz kl
uekuhupghkpuxnejksxesbthvwscthyctjpukcuzzdughvgxcejuzsejwcttvpvkxspkgyvjuetsvgiurvhnwuekhnghuekxvettsu,MonoalphabeticSubstitution,0.0605707629586488,uekhtvsgp,ue ek kh ht tv
muoqpvmykueurkffrkkitdgclvj,Vigenere,0.037037037037037,kumvrfoqp,ku um mv vr rf
mirugcoisglgheceyeolirdydoiiucpylyejgekipooleooirvqgd,MonoalphabeticSubstitution,0.0653120464441219,ioeglyrcd,io oe eg gl ly
jujtuififbsubmxbztuibutfftcfgpsfuififbedbotff,ceaser,0.0979797979797979,fubtijsmx,if ui tu fi fb
nrnloxrfhicsaoorkagregetehyrixgteinx,ColumnarTransposition,0.0539682539682539,renoxigha,re en no ox xi
gnjqndonpfdcdjdepagxuuijhbacdchddbewwjppxcpfefa,Vigenere,0.0564292321924144,dpjcnfeag,dp pj jc cn nf
fkbgkvflimrorilluxffgrczmrdunilwqbhbzcdxhxltdibkeevfkjrkqd,Vigenere,0.0423472474289171,fklrbidxg,fk kl lr rb bi
hznfemyiwbkcxj,Vigenere,0.0,hznfemyiw,hz zn nf fe em
chsnysdhdmququggavzqufmcokasdxnojgfnbbjplmkkevwoozlcx,Vigenere,0.0304789550072568,ocsndmqug,oc cs sn nd dm
taoshnahhtrfhdeosrheeeclbttieoetwer,ColumnarTransposition,0.0823529411764705,ethorasnf,et th ho or ra
cnmopicngdrfsdwzkthmpwawryejcfelicsawcbcpkxnw,Vigenere,0.0404040404040404,cwnpmidrf,cw wn np pm mi
eetaygxetreoidtatoohieceioshoxlhndenrevntwhmxrlagaaeidagihaecdlgsapnhymncco,ColumnarTransposition,0.0587387387387387,eaohtingd,ea ao oh ht ti
efkyzexvmvikrjkvurepsvkkvikyrertfcusvvifersvrlkzwlcrwkvieffenzkyefkyzexkfcffbwfinriukfslkdfivfwkyvjrdv,ceaser,0.0716365754222481,kfveriyzs,ky vi ef kv sv
opmdwrgcyrcgmadomwpgwr,MonoalphabeticSubstitution,0.0692640692640692,mwrgopdcy,mw wr rg go op
tmlyrcebdbapelsminkexcqulmluoiykwzslezuupvybdrqbliljittt,Vigenere,0.0422077922077922,ltebiumyr,lt te eb bi iu
kngvvjgcogtkecprgqrngfqypcpfkjcxgvqecttavjcvdwtfgphqtvjgtguvqhoankhgoarqnkvkecnnkhgkuqxgtkyknnpgxgtcickpjcxgcpqrrqtvwpkvavqugtxgkpcpaqhhkekcnrqukvkqpocadgkecpikxgcnkvvngcfxkeghtqovkogvqvkog,ceaser,0.0671507373635033,kgvcqpnto,xg gt ke cp gc
zpgjdztgafzodkkdwxzkvspmdwxpgapdvaodxgdzqimieqdkgsikx,MonoalphabeticSubstitution,0.0595065312046444,dzgkpxaio,dz zg gk kp px
befdjtjpojtbobdujpozpvnvtuublfxifozpvibwfjogpsnbujpotpjodpnqmfufuibuuifbotxfsepftoputvhhftujutfmg,ceaser,0.0661512027491409,fuptobjvi,jp po uj jt bo
fetvruvtzjzfenrjdruvzuzuefknfiiprsflkzkrwkvinriu,ceaser,0.0629432624113475,rfuzvkien,fe ru uv nr zu
lwtccdiwxcvxhhjgttktgniwxcvxhedhhxqat,ceaser,0.0645645645645645,txhcwdivg,iw wx xc cv vx
euaigttuzykrrznkiucgtjyavznksorq,ceaser,0.0403225806451612,utzkraigy,gt zn nk eu ua
muxhymmzfcymuqusihnbyqchamizncgy,ceaser,0.0584677419354838,myuhczqin,mu ym ux xh hy
ltowlnltadtocdwhsehmalwliodeaagnbal,ColumnarTransposition,0.0672268907563025,latowdnhe,la at to ow wd
asegfdqstwwjlwwlglsddwjfglsuzsehsyfwlwwlglsddwj,ceaser,0.093432007400555,wsldgfjea,ww wj wl gl ls
qpflqscgnbxcfrxfxhwjcenxmwinwxlyfwaphgnjazkjtf,Vigenere,0.0425120772946859,fxnwcjqpl,fx xn nw wc cj
kgzdrvkajmhgxjabuhzaueauejbmrpqjryvgxemjrpgjjmribbjbijmr,MonoalphabeticSubstitution,0.0623376623376623,jrmbgauek,jr rm mb bg ga
rfcpyacgqlmrrmrfcqugdrlmprfczyrrjcrmrfcqrpmle,ceaser,0.0979797979797979,rcmfpqlyg,rf fc mr lm rr
lyhehhqidlolqjiruolnhwhqruhohyhqbhduvzkhqlwwxuqvlwoowxuquljkwqrzlpmxvwwublqwrvtxhhchwkurxjkdyhubwljkwilqdqfldoshulrgjhwwkhprylhrxwdqgsxwpbwklqjvlqrughu,ceaser,0.0653421633554083,hwlqurkxd,lq hq yh ru hw
aidiihalbytptxifibfruqvxnueituzjuozsfgoaaxiucnbd,Vigenere,0.0469858156028368,iuabtxfdn,iu ua ab bt tx
tjqfsyniqrtcnqxjqnxnqbxuyzzr,MonoalphabeticSubstitution,0.0634920634920634,qnxtjyrzf,qn nx xt tj jy
ohrwfzhdgzkcrtjxfgujkogjlltmpksgapgkzazuaivfxmjfpepntts,Vigenere,0.0383838383838383,gfzktjpao,gf fz zk kt tj
dhvbdivodjiojjfoczmzdinviymzvnjingjrkvxzyocjpbcnpmzajjozyrvnpizlpvgojvmvxzrdocnjzxxziomdxviyagdbcotvxjhkvidji,ceaser,0.0611620795107033,vjizodnxc,ji oc mz vi vx
tntdoxdwuhwhomtltxraoonxeeeoot,ColumnarTransposition,0.0804597701149425,otxendwhu,ot tx xe en nd
seyxrduheahxestlnapiaarcrkldhdtxwhbe,ColumnarTransposition,0.0476190476190476,ehaxrdstl,eh ha ax xr rd
tblbwtpwflbkzmlgawxzblqmpwgpdlqpopxraimqqxzbmllkamozbgmwt,MonoalphabeticSubstitution,0.0607769423558897,lbmwpzqtg,lb bm mw wp pz
pqebmudueftqoazoxgeuazarraaxe,ceaser,0.0591133004926108,aeuqozxrp,az pq qe eb bm
rcsxdtfephmrvmvhwfruyzxqhzptfgkxuujkbifhpglgzadvqffh,Vigenere,0.0384615384615384,fhrxpvuzg,fh hr rx xp pv
tktgbntssappdgpykghstjftpctuuttetytfpqovvddeqlnmadlsbdb,Vigenere,0.0585858585858585,tpdsgbkna,tp pd ds sg gb
chripfcoinrocjjdfricoadgvdkxpgeracjzreoodjgnijogyyxcjzih,MonoalphabeticSubstitution,0.0558441558441558,cojridghp,co oj jr ri id
itprfrltixjcheilulintouooyeosxueertassvxstsiydsmex,ColumnarTransposition,0.0546938775510204,sitexorlu,si it te ex xo
zcscafmsxlxixlsshqsauzysxouswcshcscirzsmxwazamafox,MonoalphabeticSubstitution,0.0783673469387755,sxcazmfli,sx xc ca az zm
jrhaqbbhefryirfolvzcngvraprzvfsbegharfunirgurveyvsrnaqgurveyvzvgfgurvefvpxarffnaqgurveurnygu,ceaser,0.0678451982799809,rvfguaeny,gu ur rv ve aq
sxbpbybpbicqbzetxsiegsxbczfyegfcyirgfsxbxbrmucnsbpfccpyri,MonoalphabeticSubstitution,0.0657894736842105,bcsxpyife,bc cs sx xp py
cszzvpkypncelfgveeysrtbcryivbcxeswaazzbsjsjvrognjjf,Vigenere,0.0423529411764705,sczvejyrb,sc cz zv ve ej
obrvsgvozzfswubouccrzmywbuobrgkomvwgvobrcsfsjsfmqzwaskwhvdsoqskfwhcbvwggwubshfwbukvcpwrsgvwghwas,ceaser,0.0618421052631578,wsbvogrfu,ob br gv vw wg
qgctjuxzothttrtsjukuyozyktjltrjlqjjltelqstzjltvgttyaqjkltsuv,MonoalphabeticSubstitution,0.0841807909604519,tjlquzsky,tj jl lq qu uz
pgjjjinhsejekknyczivoqaxhuccqayebfxrwayetfxr,Vigenere,0.0327695560253699,jeycaxinh,je ey yc ca ax
