Text,Cipher,IC,Top9Letters,Top5Bigrams
biaeegdccsooadanmftrakeurlnxsirhddx,ColumnarTransposition,0.040336134453781515,adericson,ad de er ri ic
hdoretltavxxwohtyxectmrxuefeexomehnx,ColumnarTransposition,0.06984126984126984,exthormdl,ex xt th ho or
ipdssehimrittommhreimhtoeetvitit,ColumnarTransposition,0.0967741935483871,itemhsrop,it te em mh hs
sbrnylhnrteeeotbhncdnaaenateaaajrle,ColumnarTransposition,0.08235294117647059,eanrtblhs,ea an nr rt tb
alesdhddtheerxnmtanlxoiaheoxnythsas,ColumnarTransposition,0.058823529411764705,aehsdtxnl,ae eh hs sd dt
eshesxrweehxmihhneoteatxtwndexhasbnx,ColumnarTransposition,0.08253968253968254,ehxsntwar,eh hx xs sn nt
didrehggneaxatreogtxbneihuahetnn,ColumnarTransposition,0.06451612903225806,enhgatdir,en nh hg ga at
aieexhsvdxdoioxatmbxsiisnsetaxtsorxagsrx,ColumnarTransposition,0.07564102564102564,xsaieotdr,xs sa ai ie eo
rhescdwxhraeaaoxenrxhodxtelxehlxesys,ColumnarTransposition,0.0761904761904762,exhrsadol,ex xh hr rs sa
trlaacosyedxtawxhylxsdaxdlhxeewxalaxhely,ColumnarTransposition,0.08205128205128205,xaleydhts,xa al le ey yd
rchxhtdxeraxfoexbvoaeordalhxninxeesx,ColumnarTransposition,0.07142857142857142,xerhaodnc,xe er rh ha ao
tgenlxbakegosndofsniemeredeaheennptw,ColumnarTransposition,0.06984126984126984,entgaosdl,en nt tg ga ao
iratwhnhmolnrxtalfhedwessltahrmuegx,ColumnarTransposition,0.043697478991596636,hratlewnm,hr ra at tl le
cetehtieedcunlnhdhjaortananony,ColumnarTransposition,0.06436781609195402,nethacdoi,ne et th ha ac
esuxenaxhyoxautxnnbxdthxretxfrlxtalxogee,ColumnarTransposition,0.08076923076923077,xetnauhor,xe et tn na au
noaoxchweeorwzxoehmdcoclxhohaxadibxtfsnx,ColumnarTransposition,0.06153846153846154,oxhacenwd,ox xh ha ac ce
irdlxexssroenaxhemeiptamltdrhgnatlx,ColumnarTransposition,0.05042016806722689,xerlatids,xe er rl la at
ehuuidlttcsaiwnaiylialohfdarrt,ColumnarTransposition,0.05057471264367816,ialthudre,ia al lt th hu
ehabxdegoxlpqwtgueeuaauatnsisoctpax,ColumnarTransposition,0.04873949579831933,aextugops,ae ex xt tu ug
atdafestosrxsinsoxbhtetxpuapdh,ColumnarTransposition,0.052873563218390804,tsaxdeohp,ts sa ax xd de
nahrytyduunxopgechaxcanxoamxlnte,ColumnarTransposition,0.05040322580645161,naxhytuoe,na ax xh hy yt
onhdswnengmlhlwpayoudoalmeaoeddn,ColumnarTransposition,0.06048387096774194,ondelahwm,on nd de el la
cvmxlilaoimxihtcadenswnirduxneodkcytehce,ColumnarTransposition,0.04230769230769231,ciexdnmla,ci ie ex xd dn
esraxhrotxhvtocirelotefsewdsattiamn,ColumnarTransposition,0.052100840336134456,tesraoxhi,te es sr ra ao
taaacpwxheoxhdmxcttahdnnesdhapexoohd,ColumnarTransposition,0.06984126984126984,ahxdteocp,ah hx xd dt te
ortxceoxniexddnxbtettaexkcuxehyeohjxelax,ColumnarTransposition,0.08076923076923077,xetocndah,xe et to oc cn
seyxrduheahxestlnapiaarcrkldhdtxwhbe,ColumnarTransposition,0.047619047619047616,ehaxrdstl,eh ha ax xr rd
asaaiabdkyriainxrddxusaxcshxgmrxnsoxmtes,ColumnarTransposition,0.06538461538461539,axsidrnmb,ax xs si id dr
ladeshlmelsdwnlghaeniiodalrtllletrux,ColumnarTransposition,0.07301587301587302,leadshnir,le ea ad ds sh
etavphsedanxennxirexrawelejrtmyxhenx,ColumnarTransposition,0.07142857142857142,exnarthvp,ex xn na ar rt
whftrndrexixoeoheotltpoxugresnligesx,ColumnarTransposition,0.05396825396825397,exotrhnil,ex xo ot tr rh
emsbrtseywdcesxhoaeenaewxhetreafhox,ColumnarTransposition,0.07394957983193277,esxhartwo,es sx xh ha ar
edexgnwxdamxiaxieskxherxtmaxlrehfntctdrh,ColumnarTransposition,0.06282051282051282,xedahrtnm,xe ed da ah hr
setgtchwiillhlqueiohaunlbtidatnieed,ColumnarTransposition,0.058823529411764705,ietlhuand,ie et tl lh hu
btnvshtidagxudleuxercihheeaottneocoe,ColumnarTransposition,0.05396825396825397,ethonidax,et th ho on ni
ematkcoiehunpedesremaubhexoxwesirvtg,ColumnarTransposition,0.049206349206349205,ematoihus,em ma at to oi
dnrxmraxarhontyxdooxeiaxotsxiytxsdexefux,ColumnarTransposition,0.0782051282051282,xodrateny,xo od dr ra at
lhgoanekhtateoiehmdjdeaynhrnatuwhek,ColumnarTransposition,0.058823529411764705,heantokdl,he ea an nt to
scamuetkdsraheitinlroemxiompsrennion,ColumnarTransposition,0.050793650793650794,einsmroat,ei in ns sm mr
damohhhvaxnodtteherxacaddtcowe,ColumnarTransposition,0.06666666666666667,dahotexcm,da ah ho ot te
hedtyxonnooxreheaofunelnmjarnfasyvde,ColumnarTransposition,0.05555555555555555,enoahdyxr,en no oa ah hd
mustetiutirvhnseteieehtrigensbna,ColumnarTransposition,0.08064516129032258,etisnurhm,et ti is sn nu
eeutlxanltexddybcxheprhdbehyox,ColumnarTransposition,0.059770114942528735,exdhtlybu,ex xd dh ht tl
drhxdeisfimxnsoxaeexiswxuoaxixnxsptxlnnx,ColumnarTransposition,0.08846153846153847,xisnedoar,xi is sn ne ed
hildvxyhchhrsseeexeenyseeaeoexsdrpnx,ColumnarTransposition,0.09206349206349207,ehxsdyrni,eh hx xs sd dy
wuwknoocgetfonnyiceoanhradroutexlerx,ColumnarTransposition,0.049206349206349205,onerwucta,on ne er rw wu
pasnistaooexnhidtemxodohrnvxndexheex,ColumnarTransposition,0.06666666666666667,exnohdasi,ex xn no oh hd
dmssrmrafetxerureoohahytrmwxsejm,ColumnarTransposition,0.06048387096774194,rmesatxoh,rm me es sa at
eedtdnitordcijsenoaaxsshthiepean,ColumnarTransposition,0.06048387096774194,edtnisaoh,ed dt tn ni is
onexmsyxidelecoxtrvaworxehextadxhdnx,ColumnarTransposition,0.06666666666666667,xeodntrah,xe eo od dn nt
ielaneolafatdttmtihenhawightlxnclsx,ColumnarTransposition,0.058823529411764705,tlaienhxo,tl la ai ie en
aaaxeemxhshsrdwewfnxatdxeaehhroxtoaxrdnx,ColumnarTransposition,0.08076923076923077,xaehrdswn,xa ae eh hr rd
ghexbleaealwdghrhatfediantvyladxadsa,ColumnarTransposition,0.06666666666666667,aedhlgxtb,ae ed dh hl lg
ortnoennoddxhhaxsleidtuytosfodtteern,ColumnarTransposition,0.06666666666666667,otnedrxhs,ot tn ne ed dr
mrdxploxiinxseixtvrsiwnxheehegielrbxudbx,ColumnarTransposition,0.0641025641025641,xierdlnsh,xi ie er rd dl
eltexxjsltiudoxafnmxlyaaxmlsmxedyincotli,ColumnarTransposition,0.057692307692307696,xletiamsd,xl le et ti ia
yotfeokwuxaotdtwttnsnlheouaolxtoarn,ColumnarTransposition,0.06890756302521009,otanewuxl,ot ta an ne ew
wnbieoittxrbatxuxehxaetixadysxltenxlhstx,ColumnarTransposition,0.07692307692307693,xteianbhs,xt te ei ia an
outhewbfnyrxeugosxtiitexmaltuasthavx,ColumnarTransposition,0.046031746031746035,txueaohsi,tx xu ue ea ao
ikcotdrswnerpiexitexhwoxehkxtahshnee,ColumnarTransposition,0.06190476190476191,exhitkors,ex xh hi it tk
aarnvxllthdxskvhweteeearrlisexiotehx,ColumnarTransposition,0.06190476190476191,exarlthvs,ex xa ar rl lt
awnienxtdaryhxnaaabdxhoaceoedrctetx,ColumnarTransposition,0.06722689075630252,aexntdrho,ae ex xn nt td
ltowlnltadtocdwhsehmalwliodeaagnbal,ColumnarTransposition,0.06722689075630252,latowdnhe,la at to ow wd
onminlgtabnatsktoiihticdiebxuvor,ColumnarTransposition,0.04838709677419355,itonabmlg,it to on na ab
wtinmontigifingeailgtesraloxsnta,ColumnarTransposition,0.06451612903225806,itngaoels,it tn ng ga ao
otatwtnnhdrxhoyiexenoaotrdu,ColumnarTransposition,0.05982905982905983,otnahdrxe,ot tn na ah hd
tnrtaunpihhaasxsosisoafechsosu,ColumnarTransposition,0.07126436781609195,sahotnuir,sa ah ho ot tn
dwonxeoltxnltixoudetwflvorrirx,ColumnarTransposition,0.059770114942528735,oxltrdwne,ox xl lt tr rd
lbsetomttxoitehabuhonnggegwegxdetsx,ColumnarTransposition,0.06050420168067227,etgoxbshn,et tg go ox xb
nefheexerovthxsafiesdibetedxmyrerax,ColumnarTransposition,0.07394957983193277,exrfhtsai,ex xr rf fh ht
ihohlrwoeyldedenaoewltfgkelanari,ColumnarTransposition,0.056451612903225805,eloaihrwd,el lo oa ai ih
aiscdexydasehxnntadgxaeitnixmbniehr,ColumnarTransposition,0.06050420168067227,aiexndsht,ai ie ex xn nd
eelhxdnonxiohaxnioayhttdxarfsehhltxgtisx,ColumnarTransposition,0.06282051282051282,xhtenoial,xh ht te en no
rohnntafeadojgxeemaxnneyxuttni,ColumnarTransposition,0.059770114942528735,netaxorhf,ne et ta ax xo
asfomnneefcibxddueaoxrhrdnbxdeotpdxsroooix,ColumnarTransposition,0.06039488966318235,oxdenrasf,ox xd de en nr
reooxrsorxurplaohaothetrtdthfeytrnx,ColumnarTransposition,0.07563025210084033,rotexhasu,ro ot te ex xh
oyratmwettsdatabopeeehsohoposx,ColumnarTransposition,0.06896551724137931,oteasphyr,ot te ea as sp
reooxsyruwmslhoeiacnielevnecdeahrdr,ColumnarTransposition,0.05378151260504202,eroslhiac,er ro os sl lh
aebvioxpvaetgoaftsyitnglemixoeerenx,ColumnarTransposition,0.05546218487394958,eaioxtvgn,ea ai io ox xt
ktenbtnvayhhlgntdehttcegoiorduaeise,ColumnarTransposition,0.052100840336134456,tenhagdoi,te en nh ha ag
ohanoesuwnspekkadohenolmtetcoi,ColumnarTransposition,0.05517241379310345,oenhasktu,oe en nh ha as
sinyttihrypomnselaboierupuegtbhashx,ColumnarTransposition,0.03865546218487395,sithenyrp,si it th he en
besxieaxoenhlvhxeetxnsoedvksthwsentx,ColumnarTransposition,0.0761904761904762,exsnhtovb,ex xs sn nh ht
noudxgnlwxineoeiwflevarrrlidwh,ColumnarTransposition,0.04827586206896552,nlwierodx,nl lw wi ie er
vsusesloeifrteaxiuaxybhxntpxhatxrotngiex,ColumnarTransposition,0.052564102564102565,xetsiauor,xe et ts si ia
tprxaeyxunhnsadxtsoxhlrxjioisdbxsguioebx,ColumnarTransposition,0.05384615384615385,xsoitraeu,xs so oi it tr
aantnoexettxgcexmtakrrpxvhoxyncoehaxeesx,ColumnarTransposition,0.07307692307692308,xeatnocrh,xe ea at tn no
hwssdrnhetdoiuxatewxntroxeakhniaflx,ColumnarTransposition,0.0453781512605042,xhnetawsd,xh hn ne et ta
ijpnlepioyhxkeesdaexrsexendotntnilrx,ColumnarTransposition,0.05873015873015873,enxiplosd,en nx xi ip pl
odtxtfuebeyrclheaowshtshkdixehto,ColumnarTransposition,0.04838709677419355,tehodxsfu,te eh ho od dx
ngrgxahtaxtaacxlecnxoftoxdhslxhtsexauiaf,ColumnarTransposition,0.06794871794871794,xathngcle,xa at th hn ng
dogennidahhxisuxiorlnrsetioxgethivhr,ColumnarTransposition,0.05555555555555555,ihoenxrdg,ih ho oe en nx
emyisxetrutnihigexcohnrdddoosadusmsx,ColumnarTransposition,0.047619047619047616,sdeixomtr,sd de ei ix xo
iseixepitxniutxcsflxdedexihsnxrsfyxdaeco,ColumnarTransposition,0.06923076923076923,xiesdtncf,xi ie es sd dt
rtluiooaeaaleeagghvktnrwthllrx,ColumnarTransposition,0.05517241379310345,larteoghu,la ar rt te eo
dkoxfedeeloxfwdrssdeaepxlarxuhnhhsad,ColumnarTransposition,0.06190476190476191,dexsahofl,de ex xs sa ah
rtpxaenxdgnxuodmshoxohrehtuhehuxluexssbt,ColumnarTransposition,0.06282051282051282,xheutosrn,xh he eu ut to
mnlhnsausawtcarahoreosdexrhbwxeeeox,ColumnarTransposition,0.05546218487394958,eahsroxnw,ea ah hs sr ro
heoxsbnxtroxodwxtawxmaonarbllere,ColumnarTransposition,0.06048387096774194,xoerabntw,xo oe er ra ab
teauxhdrexstsaxehadxrgwnxoamexduyarshwqx,ColumnarTransposition,0.06666666666666667,xaehdrstu,xa ae eh hd dr
lehutlwssotthetihigetacgd,ColumnarTransposition,0.06666666666666667,tehlsiguw,te eh hl ls si
ntsdolijpreecrncsaninyuhsfdneiehehe,ColumnarTransposition,0.06218487394957983,ensihdrct,en ns si ih hd
olhneeenhdrxgsdytxidaadxfnsohhraeeax,ColumnarTransposition,0.06349206349206349,ehdxanors,eh hd dx xa an
csecagixottedraxdinxssixkeaxrlvxohtxeaox,ColumnarTransposition,0.07051282051282051,xeasiotcd,xe ea as si io
tsnxxpdxasexheixpasxhecxdiaxemnxtrtoadex,ColumnarTransposition,0.09487179487179487,xeatsdnph,xe ea at ts sd
lhelrunnaegeycyltjleieneipoichnrndl,ColumnarTransposition,0.07058823529411765,elnihrycu,el ln ni ih hr
erguhiwteopenoaugtmyxaonoerttyitsan,ColumnarTransposition,0.05546218487394958,teonargui,te eo on na ar
eigsxywmtadengxrhkeyimigxoithdutaea,ColumnarTransposition,0.047058823529411764,eigxtaymd,ei ig gx xt ta
jeqbofwoqchjhnfdxzdicwdcridrlkcdhrkhwxkejhnlcwbaokoawbwvdcobbkbdrjhnecawsfwxzbokkibojssfkoaadhibcwbojhn,MonoalphabeticSubstitution,0.055206548638873025,bowchdkja,bo ow wc ch hd
etlbiplbcvipbcvolbkqlbiazwqikeokmioqnpplqipgzbalpolbpqgezubtdgetpedlbjztuplqkztuicznqpeqbplqgibuqyqdegq,MonoalphabeticSubstitution,0.06320197982105463,qbplieztg,qb bp pl li ie
kjxrgaegukemgkexiarkbihmrlvgkevbehgfibbezisalimibbqfjibpbijhsalqckgmldhszgkeajfearvbehgihmcaeeglhgkeja,MonoalphabeticSubstitution,0.05998835177635411,egibkahjm,eg gi ib bk ka
yhwuaulsseuphrwhjxulseshiraqulsektmlurtetjmmrapjxajyltdllseuaaxlsdapkxessulsmrshuvshuqaeesehbapuuls,MonoalphabeticSubstitution,0.07008864151721295,sulaehrpj,su ul la ae eh
jxbwjhsrleghijpwaewjwioalewjwnqkxowgstuwilewjnwilwoljwwgsjnqhsjwgskxaaslgstnkifpuexfelewwqwstlew,MonoalphabeticSubstitution,0.07214912280701755,wjslegixa,wj js sl le eg
rxhpurepxewxycekuyaypevepswvuygkxfehymkvvyvcyoybyiybbrxyvktloygrvhchreychyoyehybkkarxloriyovapvvyfrxekehy,MonoalphabeticSubstitution,0.07234432234432235,yevrxhkpo,ye ev vr rx xh
kljmrzlkteylmqtrzeqkhojzholkbvjhhorkajyhrgqmjytetlzhexjpjtatjygojxhlyzeezflgjqklexketleholynrklrzdrkrfml,MonoalphabeticSubstitution,0.060866318147871544,ljkerhzty,lj jk ke er rh
smxwmrluydwldjwgubmymhbuujuxvkcubdwrwrpofkrvduymvusbgwffwrpxkyrvkwviskjcudwrxmlosvmwrkismwrhlgkoxrumsus,MonoalphabeticSubstitution,0.057490957548067774,wurmskvxd,wu ur rm ms sk
yguifzlpfjrzefunlpfpzbpjuvekpzxpxollpfavmmfgnjusfvrllukfrlkfjfymvxqviesfmvixpumgnzfmerpvmnjfxmvzsfenjus,MonoalphabeticSubstitution,0.058442794593565585,fpvmulzje,fp pv vm mu ul
rtwiwkrcmhhyxwvzhntwowrtwnkrwohrmmzxgrtwydoomnhmokivmdatzoxbwgzwwikgzvwyrhtmnwzrtwgkrdowmyrtwtwkbe,MonoalphabeticSubstitution,0.07195455501788345,wrtmokhzy,wr rt tm mo ok
rtpeiyvlleqetipdtsqpdektiueicqecjtnivkqetynslrnpdnppnyypdeqixnsl,MonoalphabeticSubstitution,0.06398809523809523,eptinqyld,ep pt ti in nq
zxoqwwjmenqumpiwmpimkxljmzifiajhqnmor,MonoalphabeticSubstitution,0.052552552552552555,miqwjzxon,mi iq qw wj jz
btawftbttkftrmusdtjawfhucqlftcwqvuqcqfshcwacwjjtkofttkbfwytlhvtftukjqvtftqvtmwkocqftqrvtcwahlfhmtbmurysk,MonoalphabeticSubstitution,0.07150858849887975,tfwqckuhv,tf fw wq qc ck
ekpgipueasoprviaiumzrevfkmxkekpwureciprfpipacpekpfuepirfvyypzfmekipxpzeiumzxvcyaqprppzkciismzgevnvmzekp,MonoalphabeticSubstitution,0.07043594136683799,peikzrvmu,pe ei ik kz zr
mtlwmbahqfgwbwafgwrsnvqbnlwmgwaqgvmmtwqstdwfgwqudwbahqfgwbfmwaobakwmkwfvaskmnrwbbtnhemnofgwhnmfgcwbfbcwkf,MonoalphabeticSubstitution,0.07252747252747253,wmbfgaqnt,wm mb bf fg ga
erakrtsonmlwuzukynhoerxsonmlwutkojtezlkrfunslwuhyyuockaauqkrtganllerxnhllwumnhrlkerzlwklzlnntkonhrtelz,MonoalphabeticSubstitution,0.06095903708017861,lnrkuetow,ln nr rk ku ue
ucxhxhcgvyxpcgncwcvwpuegdeyhzxqnuhxrrcpfsyyvfxgvqpvfkcxspr,MonoalphabeticSubstitution,0.056866303690260134,cxvphgyur,cx xv vp ph hg
onotvulmsmvhqoeuvvymtfvgosojutjostofmtfmv,MonoalphabeticSubstitution,0.08048780487804878,ovtmusfjn,ov vt tm mu us
xixpafiqfbstoixpbfjkxdfiifcxiupojafklcofjualtkloajaftxhljokxcgxiiekltlpomkuvjafvxktalptiunftxpctbxktxpc,MonoalphabeticSubstitution,0.06167904054825814,xfitkpalo,xf fi it tk kp
effhwhuwttnlywhtwafutfqwtatbpwnfuvlnjzswnlphifvnwnfuqbttlrwnitbprbprjfjcwcbttnwlicebjcbjniczsicjfewslph,MonoalphabeticSubstitution,0.05863316200266514,wtfnbljch,wt tf fn nb bl
vzqdwvzxqafxyovlsuyfbqyiynoeuwebxickwyfbylokebuefzsxlzichenlovlszwxbyfqwhxiedvzyloknzeuuhczwxqxxzwvls,MonoalphabeticSubstitution,0.0500990099009901,zxywlevqf,zx xy yw wl le
mkwindagsvlgwesvxldsjewysvlywigsqagdswxqendxvamvasmkayulnqgnqdvlsieglnvwylxqendxasvsvlywddmwigseculvagnvay,MonoalphabeticSubstitution,0.061635220125786164,svlwdagne,sv vl lw wd da
vkwkdqqoilowrtbuwqqrplevkdndtoluvetbeqrvdltnliwrtbnliwidckdthllbhkdqwpwodbwkdnilriwbvkwvenpqdtyyiwwvhdvk,MonoalphabeticSubstitution,0.06179985063480209,wdlvkqitb,wd dl lv vk kq
yrxguppiapyjqnapyjqfpzqiqnznmignfyuynzrpnunmhqusqjtcqzhncxnrrhyx,MonoalphabeticSubstitution,0.060515873015873016,nqypruzxi,nq qy yp pr ru
zizmgniflkcykfmnlqgnlmaiksmifqgbldzqg,MonoalphabeticSubstitution,0.05855855855855856,imglznfkq,im mg gl lz zn
mhouvkhirnchgarsfiofkkossktqnghlsfkltiumrbcrlhzrlcrmnjfrnnzruiofkrgrlckhrgrugsktlfvloyynhgmhrlgkhkhng,MonoalphabeticSubstitution,0.061386138613861385,rhkglnfos,rh hk kg gl ln
tlymdnbrdsudsdhjememonkldstonkmtlymdnbwgjtdtekpdrdswddpemonkldsophdlptlmseilkhogsmdtdiegmdkjonoofejtlm,MonoalphabeticSubstitution,0.0667831489031256,dmtlosenk,dm mt tl lo os
eyqwoqolvoraaclpmvqocvzcviholhqcgrtyqlhqoyqholchvlklaqmfllnglwqlpqmwmslqmgaydlaholalglyqlpqmocshltjoytj,MonoalphabeticSubstitution,0.07329145250333143,lqohyacmv,lq qo oh hy ya
ksmnmvfmkjxxhkpkypqymvtkhrypzkpnrekzpxzpkpvqmvfypzreqypzmvevpkqhrxexmkqkpomipvqnuejfjkqmveyekvhbyevbpwmqy,MonoalphabeticSubstitution,0.06813186813186813,kpmvyqexz,kp pm mv vy yq
cbqxcbctxnbbktffsxuvobruvqbjmkgbhhgbxcthhhbucbqmtkmcbqmtjucjxovsucgcjfcgtxwshhtkrxuqvkmhafhvxbruvvyt,MonoalphabeticSubstitution,0.06060606060606061,bchxtuvqk,bc ch hx xt tu
suarmztvpltssabkbcxbkztipzqsmtzglktebytlqolaertqkezmtkakzbmas,MonoalphabeticSubstitution,0.05901639344262295,tzksabmlq,tz zk ks sa ab
hpbolfqhbfxqsycfxqcenuqxqzleequlbhmu,MonoalphabeticSubstitution,0.05873015873015873,qhblfxeuc,qh hb bl lf fx
jdxqyaoabiqbdppvadrguzniosyhwaqsnioaqdhidmotqypooudutvdaagdzozqxteypnjdnojtaoyxouuqdpdghniosduniooap,MonoalphabeticSubstitution,0.06,odaqipuny,od da aq qi ip
tyywwswygfejhbjgfsdxbwmsxywsttdgcbxgjbwgvfewgfxduutdjfyhtycrjubcyjhbcrywyzfyfbztyywqyxkjshegbxkbhhzbkbwz,MonoalphabeticSubstitution,0.060492905153099324,ybwgfjthx,yb bw wg gf fj
vnvxsyvqfighxjfasyvfrmzfhmcdvvgvzdhcdvrqfivladvmfxsbvscfivmzjlxbmhjccffxlsrrevehmafzhrrfaucdfxsls,MonoalphabeticSubstitution,0.059922680412371136,vfsxhrmcd,vf fs sx xh hr
tyhuyqvxymjnvumjelvndxnvmpjdygvqimjdnjrlmpmjxnjrccmqwjrncmjmqjrdmndvqpnvgrgyqjuyortytynhgmqwdmnirtbjdy,MonoalphabeticSubstitution,0.06309454474859251,mjnyqvdrt,mj jn ny yq qv
rptzvgeexihngdzlgahpbgkyxofnhdvxhngyndtierptghxngtkgacezdycidagdehydvfgywdhanpvfphrpfnhndbgwxvzgygzpvzggz,MonoalphabeticSubstitution,0.05952380952380952,ghdnpzvye,gh hd dn np pz
gyojyouxjihbefmtxeogxjyslaqbelommhumzhljsloxjarbjahbfhljmooslakhhfxlkubtrexlkxmjysjxjlhsgomolhjkxjhla,MonoalphabeticSubstitution,0.06297029702970297,jlhoxmbsa,jl lh ho ox xm
psrxjqqkvqnvqtjstwdrouvjgqktragbvoavhjonkjuuwsvptsqrqktblgrowtbrstftaanrrgojnkqqrhrljbtyptwqjonbhujuqts,MonoalphabeticSubstitution,0.05730059013896821,qtrjsvokn,qt tr rj js sv
nzcxrenbzjlczpsbmxmnohshmdzjcnixcicaeohmnouaijrenohoemixahojqocmvzpvbneocbzvvqoeotxcgjsuicbdohmejho,MonoalphabeticSubstitution,0.054215625644197074,ocnemhzjx,oc cn ne em mh
loosgnnzzodnxquzvnpvntkneakjzzvnpnhfugolpnfzeopsqftqzdqgvquzognfgsvnzojevnsvquefiefpntnuutdhqzvojzfgduopz,MonoalphabeticSubstitution,0.06373626373626373,nzovqufgp,nz zo ov vq qu
qxwaykjqakcgtzamtzaagsgepsgmmgdxztjbjzsjkfqxbqaiczljklwkbjkkbggbmgcgblgyvkwsagdjakqcjmqnapzsvkcgsqzdkczk,MonoalphabeticSubstitution,0.05937266616878267,kgajzqcsb,kg ga aj jz zq
unwtzrxrknkxtqnvxthwjuxhdqawnrkneapnevknenxsrknijhbqkjwqtwwnhuleaqnhahrxjyejddlvauwhnqqjuuenyxuunyraxhxs,MonoalphabeticSubstitution,0.05918595967139657,nxuhwqrkj,nx xu uh hw wq
agnoftkgdfbqyfkdnuapnglbqagnvtrcbqorcbanqrbnlagntklqnruagnkatnfoaryftqkunddarxkruyglwgagnqlkafbadlbnkwrcdq,MonoalphabeticSubstitution,0.06397124887690925,nagkqrbfd,na ag gk kq qr
fhohhvuitwkghbhqvunghbhfhgivunghzbdmuivsnbhhomgiwhqnodthncbvodlnghbdqumghbhnghzdcbohdlnghsbhhntquhq,MonoalphabeticSubstitution,0.08596165739022882,hgbnudovq,hg gb bn nu ud
svrrvizfowkpzzazoyzetipkjoocfvwvmvakokpzrvezetyijzhljvdcyzrrofdjouhvyhrdvwkpvkrkoohwouyhkpzpzvhofkpz,MonoalphabeticSubstitution,0.06262626262626263,zvokrphyf,zv vo ok kr rp
oijefbrynofbnrjtolwesjfcsiaoboswjpfbwppfsmjtciafifqwbmobywesjbrqojaoosjtocbbflvfbjifsmjtoiofjtoncxtjwp,MonoalphabeticSubstitution,0.066006600660066,ojfbsitwc,oj jf fb bs si
sodmcuhodwdplpfvcbinlpfinlpflpcbszumnfudnpdbbsocseuzmlbdimzuduclpkzusodmzuuzvndssodcluvcbbzkscpisod,MonoalphabeticSubstitution,0.06307977736549165,duscplbzo,du us sc cp pl
yalngmhbdvnxyvqrrvqxngyohvyivqxvlvdaqbfvyzpxivebxvlogvhnmixbqlvbdpyvvbyinhhvlorzwdybgdngxivmlbyyorxiv,MonoalphabeticSubstitution,0.06732673267326733,vybxlnigh,vy yb bx xl ln
eypingkhgihidxaqixwwliypuehahudaygjygjbhpohzqexuzlguzylnulwykxppbyuhshxgihxaehahlgkbhexkzbwlakbhuyjgulw,MonoalphabeticSubstitution,0.0563487530934704,hyguxliae,hy yg gu ux xl
keoqgwajrhoegwxziervgwagwacjgxrgwxeipxegwxriffxeojgwxvgojxgwxkexuqakgaimvmiffijkgoigvjxqjxvgijgwxzajd,MonoalphabeticSubstitution,0.07168316831683168,gxwjieaov,gx xw wj ji ie
salhxmflwodlyslfedlwxdfrdcbroclfodlltldzxijwhrzxwhsalsaxdwyalmxilfyqoasajwhysaxqhaejsaryjmlwsrwfklrmxqymxil,MonoalphabeticSubstitution,0.05995415270675366,laxswdfyr,la ax xs sw wd
zktzpddgdmzysgqvopygdrdpdbzgdbzzyitrmpyzkdrzksbfptbmwyrldpsbkspvswdtpkditvhdmzkdgtbbdrywzkdyvmqdtptbz,MonoalphabeticSubstitution,0.07128712871287128,dzptbkygm,dz zp pt tb bk
njagdhqjdmiidhmakmpthtznuxznmimtvdmhqmxaziqmpnhpvhcijidhjpijcztvdhihjophachzxjddikjiikhxnhackcjdd,MonoalphabeticSubstitution,0.06786941580756013,hidjmnapz,hi id dj jm mn
fltpgxhiwkgltgkppkiwtuhdlbrjfdrlihwalthgmhnhakgtkdgpzawfhlnawkhkdwtgjphxklnhhabwpdhashfcpihnahfkgltjzlt,MonoalphabeticSubstitution,0.06377308204835332,hlktgpwaf,hl lk kt tg gp
jpnphndpjqogtzyjpddjygojdzhkpuohondzvodhnykzqjdjpboqunbduofohhjypznqowoqjolnqtokienfqzvyjycorbqoddjzy,MonoalphabeticSubstitution,0.06693069306930693,ojdnqpzyh,oj jd dn nq qp
uekuhupghkpuxnejksxesbthvwscthyctjpukcuzzdughvgxcejuzsejwcttvpvkxspkgyvjuetsvgiurvhnwuekhnghuekxvettsu,MonoalphabeticSubstitution,0.060570762958648806,uekhtvsgp,ue ek kh ht tv
oxxyqbuqbnfussinziabigexfynqxzvgqjnusaxlmnqxxonrjnusaxlmnxnusqbuazfjurqxbvmojnqbrgnjluazqxfugqqbrgnjl,MonoalphabeticSubstitution,0.06198019801980198,nxqubjsag,nx xq qu ub bj
lcgpjwspqppwzquhhepcqzjwsphznpzqepuispeljeljpgwspozjgioskvsizzcxpvuepkculgkxhpskiuimpvwvhpujpgskiprpi,MonoalphabeticSubstitution,0.06871287128712872,pszijugwh,ps sz zi ij ju
ypdfbmzabofbhsbfpipdgzuzabhpgmfnpvbpgmkbnpobugnbouybnugfnducfuldzfiyujzapgmhdlbvybfbgzhwabybpnabmpipzb,MonoalphabeticSubstitution,0.0681421083284799,bpfzgunyd,bp pf fz zg gu
xzriwwasurixbqsuruxnhjwsuulbijwlrxojikaklioshtvuxlhojxobnxrchojeigikwvgnugiobasujxauwriwuxviqlhvuim,MonoalphabeticSubstitution,0.055658627087198514,iuxwrjosh,iu ux xw wr rj
