Text,Cipher,IC,Top9Letters
vzqdwvzxqafxyovlsuyfbqyiynoeuwebxickwyfbylokebuefzsxlzichenlovlszwxbyfqwhxiedvzyloknzeuuhczwxqxxzwvls,MonoalphabeticSubstitution,0.0500990099009901,zxywlevqf
mkwindagsvlgwesvxldsjewysvlywigsqagdswxqendxvamvasmkayulnqgnqdvlsieglnvwylxqendxasvsvlywddmwigseculvagnvay,MonoalphabeticSubstitution,0.061635220125786164,svlwdagne
vkwkdqqoilowrtbuwqqrplevkdndtoluvetbeqrvdltnliwrtbnliwidckdthllbhkdqwpwodbwkdnilriwbvkwvenpqdtyyiwwvhdvk,MonoalphabeticSubstitution,0.06179985063480209,wdlvkqitb
yrxguppiapyjqnapyjqfpzqiqnznmignfyuynzrpnunmhqusqjtcqzhncxnrrhyx,MonoalphabeticSubstitution,0.060515873015873016,nqypruzxi
zizmgniflkcykfmnlqgnlmaiksmifqgbldzqg,MonoalphabeticSubstitution,0.05855855855855856,imglznfkq
mhouvkhirnchgarsfiofkkossktqnghlsfkltiumrbcrlhzrlcrmnjfrnnzruiofkrgrlckhrgrugsktlfvloyynhgmhrlgkhkhng,MonoalphabeticSubstitution,0.061386138613861385,rhkglnfos
tlymdnbrdsudsdhjememonkldstonkmtlymdnbwgjtdtekpdrdswddpemonkldsophdlptlmseilkhogsmdtdiegmdkjonoofejtlm,MonoalphabeticSubstitution,0.0667831489031256,dmtlosenk
eyqwoqolvoraaclpmvqocvzcviholhqcgrtyqlhqoyqholchvlklaqmfllnglwqlpqmwmslqmgaydlaholalglyqlpqmocshltjoytj,MonoalphabeticSubstitution,0.07329145250333143,lqohyacmv
ksmnmvfmkjxxhkpkypqymvtkhrypzkpnrekzpxzpkpvqmvfypzreqypzmvevpkqhrxexmkqkpomipvqnuejfjkqmveyekvhbyevbpwmqy,MonoalphabeticSubstitution,0.06813186813186813,kpmvyqexz
cbqxcbctxnbbktffsxuvobruvqbjmkgbhhgbxcthhhbucbqmtkmcbqmtjucjxovsucgcjfcgtxwshhtkrxuqvkmhafhvxbruvvyt,MonoalphabeticSubstitution,0.06060606060606061,bchxtuvqk
suarmztvpltssabkbcxbkztipzqsmtzglktebytlqolaertqkezmtkakzbmas,MonoalphabeticSubstitution,0.05901639344262295,tzksabmlq
hpbolfqhbfxqsycfxqcenuqxqzleequlbhmu,MonoalphabeticSubstitution,0.05873015873015873,qhblfxeuc
jdxqyaoabiqbdppvadrguzniosyhwaqsnioaqdhidmotqypooudutvdaagdzozqxteypnjdnojtaoyxouuqdpdghniosduniooap,MonoalphabeticSubstitution,0.06,odaqipuny
tyywwswygfejhbjgfsdxbwmsxywsttdgcbxgjbwgvfewgfxduutdjfyhtycrjubcyjhbcrywyzfyfbztyywqyxkjshegbxkbhhzbkbwz,MonoalphabeticSubstitution,0.060492905153099324,ybwgfjthx
vnvxsyvqfighxjfasyvfrmzfhmcdvvgvzdhcdvrqfivladvmfxsbvscfivmzjlxbmhjccffxlsrrevehmafzhrrfaucdfxsls,MonoalphabeticSubstitution,0.059922680412371136,vfsxhrmcd
tyhuyqvxymjnvumjelvndxnvmpjdygvqimjdnjrlmpmjxnjrccmqwjrncmjmqjrdmndvqpnvgrgyqjuyortytynhgmqwdmnirtbjdy,MonoalphabeticSubstitution,0.06309454474859251,mjnyqvdrt
rptzvgeexihngdzlgahpbgkyxofnhdvxhngyndtierptghxngtkgacezdycidagdehydvfgywdhanpvfphrpfnhndbgwxvzgygzpvzggz,MonoalphabeticSubstitution,0.05952380952380952,ghdnpzvye
gyojyouxjihbefmtxeogxjyslaqbelommhumzhljsloxjarbjahbfhljmooslakhhfxlkubtrexlkxmjysjxjlhsgomolhjkxjhla,MonoalphabeticSubstitution,0.06297029702970297,jlhoxmbsa
psrxjqqkvqnvqtjstwdrouvjgqktragbvoavhjonkjuuwsvptsqrqktblgrowtbrstftaanrrgojnkqqrhrljbtyptwqjonbhujuqts,MonoalphabeticSubstitution,0.05730059013896821,qtrjsvokn
nzcxrenbzjlczpsbmxmnohshmdzjcnixcicaeohmnouaijrenohoemixahojqocmvzpvbneocbzvvqoeotxcgjsuicbdohmejho,MonoalphabeticSubstitution,0.054215625644197074,ocnemhzjx
loosgnnzzodnxquzvnpvntkneakjzzvnpnhfugolpnfzeopsqftqzdqgvquzognfgsvnzojevnsvquefiefpntnuutdhqzvojzfgduopz,MonoalphabeticSubstitution,0.06373626373626373,nzovqufgp
qxwaykjqakcgtzamtzaagsgepsgmmgdxztjbjzsjkfqxbqaiczljklwkbjkkbggbmgcgblgyvkwsagdjakqcjmqnapzsvkcgsqzdkczk,MonoalphabeticSubstitution,0.05937266616878267,kgajzqcsb
unwtzrxrknkxtqnvxthwjuxhdqawnrkneapnevknenxsrknijhbqkjwqtwwnhuleaqnhahrxjyejddlvauwhnqqjuuenyxuunyraxhxs,MonoalphabeticSubstitution,0.05918595967139657,nxuhwqrkj
agnoftkgdfbqyfkdnuapnglbqagnvtrcbqorcbanqrbnlagntklqnruagnkatnfoaryftqkunddarxkruyglwgagnqlkafbadlbnkwrcdq,MonoalphabeticSubstitution,0.06397124887690925,nagkqrbfd
fhohhvuitwkghbhqvunghbhfhgivunghzbdmuivsnbhhomgiwhqnodthncbvodlnghbdqumghbhnghzdcbohdlnghsbhhntquhq,MonoalphabeticSubstitution,0.08596165739022882,hgbnudovq
svrrvizfowkpzzazoyzetipkjoocfvwvmvakokpzrvezetyijzhljvdcyzrrofdjouhvyhrdvwkpvkrkoohwouyhkpzpzvhofkpz,MonoalphabeticSubstitution,0.06262626262626263,zvokrphyf
oijefbrynofbnrjtolwesjfcsiaoboswjpfbwppfsmjtciafifqwbmobywesjbrqojaoosjtocbbflvfbjifsmjtoiofjtoncxtjwp,MonoalphabeticSubstitution,0.066006600660066,ojfbsitwc
sodmcuhodwdplpfvcbinlpfinlpflpcbszumnfudnpdbbsocseuzmlbdimzuduclpkzusodmzuuzvndssodcluvcbbzkscpisod,MonoalphabeticSubstitution,0.06307977736549165,duscplbzo
yalngmhbdvnxyvqrrvqxngyohvyivqxvlvdaqbfvyzpxivebxvlogvhnmixbqlvbdpyvvbyinhhvlorzwdybgdngxivmlbyyorxiv,MonoalphabeticSubstitution,0.06732673267326733,vybxlnigh
eypingkhgihidxaqixwwliypuehahudaygjygjbhpohzqexuzlguzylnulwykxppbyuhshxgihxaehahlgkbhexkzbwlakbhuyjgulw,MonoalphabeticSubstitution,0.0563487530934704,hyguxliae
keoqgwajrhoegwxziervgwagwacjgxrgwxeipxegwxriffxeojgwxvgojxgwxkexuqakgaimvmiffijkgoigvjxqjxvgijgwxzajd,MonoalphabeticSubstitution,0.07168316831683168,gxwjieaov
salhxmflwodlyslfedlwxdfrdcbroclfodlltldzxijwhrzxwhsalsaxdwyalmxilfyqoasajwhysaxqhaejsaryjmlwsrwfklrmxqymxil,MonoalphabeticSubstitution,0.05995415270675366,laxswdfyr
zktzpddgdmzysgqvopygdrdpdbzgdbzzyitrmpyzkdrzksbfptbmwyrldpsbkspvswdtpkditvhdmzkdgtbbdrywzkdyvmqdtptbz,MonoalphabeticSubstitution,0.07128712871287128,dzptbkygm
njagdhqjdmiidhmakmpthtznuxznmimtvdmhqmxaziqmpnhpvhcijidhjpijcztvdhihjophachzxjddikjiikhxnhackcjdd,MonoalphabeticSubstitution,0.06786941580756013,hidjmnapz
fltpgxhiwkgltgkppkiwtuhdlbrjfdrlihwalthgmhnhakgtkdgpzawfhlnawkhkdwtgjphxklnhhabwpdhashfcpihnahfkgltjzlt,MonoalphabeticSubstitution,0.06377308204835332,hlktgpwaf
jpnphndpjqogtzyjpddjygojdzhkpuohondzvodhnykzqjdjpboqunbduofohhjypznqowoqjolnqtokienfqzvyjycorbqoddjzy,MonoalphabeticSubstitution,0.06693069306930693,ojdnqpzyh
uekuhupghkpuxnejksxesbthvwscthyctjpukcuzzdughvgxcejuzsejwcttvpvkxspkgyvjuetsvgiurvhnwuekhnghuekxvettsu,MonoalphabeticSubstitution,0.060570762958648806,uekhtvsgp
oxxyqbuqbnfussinziabigexfynqxzvgqjnusaxlmnqxxonrjnusaxlmnxnusqbuazfjurqxbvmojnqbrgnjluazqxfugqqbrgnjl,MonoalphabeticSubstitution,0.06198019801980198,nxqubjsag
lcgpjwspqppwzquhhepcqzjwsphznpzqepuispeljeljpgwspozjgioskvsizzcxpvuepkculgkxhpskiuimpvwvhpujpgskiprpi,MonoalphabeticSubstitution,0.06871287128712872,pszijugwh
ypdfbmzabofbhsbfpipdgzuzabhpgmfnpvbpgmkbnpobugnbouybnugfnducfuldzfiyujzapgmhdlbvybfbgzhwabybpnabmpipzb,MonoalphabeticSubstitution,0.0681421083284799,bpfzgunyd
xzriwwasurixbqsuruxnhjwsuulbijwlrxojikaklioshtvuxlhojxobnxrchojeigikwvgnugiobasujxauwriwuxviqlhvuim,MonoalphabeticSubstitution,0.055658627087198514,iuxwrjosh
ghyozyscxxpdszysctkhszpntuuxyzuxkmdfdtzpnufndzksluguuspnuxpdgouxkmpnundooskwpnufwutubhppkmdtehxuxdsz,MonoalphabeticSubstitution,0.06202020202020202,upsxdznkt
uinocviuirkoonohsijuijkhonprnqefrrbjdojdiiocarsyuijdojuohjnpasontrkybsiyurxrffqraobyuahqoonjsopjbdocqk,MonoalphabeticSubstitution,0.06134731120170841,oirjunskh
gylyyivwjkwicsyjgymkjppkytwirepisyfipmnffwncycpiygaaybvflbalpiipnlwflnwtbsyzpvnigrbwjjvyggyefpebcnby,MonoalphabeticSubstitution,0.058787878787878785,yipwgfnbl
mwfenmlpdrjimmddpbfjearsfwydamoesflwjphamedbmxfrjpasfhifqvsjrdphzphhampdbzrfhndsfombjejrrsfbphvfa,MonoalphabeticSubstitution,0.05777491408934708,fmpdrjhas
elbwtxqtapjdijjakubtxdzakizsulbxeabtlsbikxtxdxhjdxssaikloobtxbapxfdaxkqonlkqlbbxkbarxtasiekjxijoxeipxk,MonoalphabeticSubstitution,0.0648417782954766,xbaktiljd
sfzsvurkkwftdsmtorkorwfjrbsmudymufryysnyutnmskqsvgmxeeusahteoreatbseretratnvsfyryskwrnantoqrakwotenrna,MonoalphabeticSubstitution,0.057464569986410405,rstnekyaf
djjbzoszsrpzrlzzqbcqrjkcuwqcvjcogglcnrpnpdfppusuffcbxuodzspdbqdofzrpzzorluofzcvrpzxulwrpdfwzozsrcufjcqz,MonoalphabeticSubstitution,0.062059775366457265,zrpcoufdj
ygglvzgswlohddgfvcsllxwnxxkxzuxlfzgkonxkvwlonxzxvazgccvyhlxcmvaxzgcxvuzxbuvedxlngscxcnvzmvuvhwcov,MonoalphabeticSubstitution,0.06722508591065292,xvglzcnwo
syaacygpkyxsotoymqpwpmymfayfsxjuaauzemyx,MonoalphabeticSubstitution,0.06282051282051282,yamspxofu
zrexqxjyfdxjdeaxrsaimaxrajsycqaybxqzjocfxitsxixtraixjd,MonoalphabeticSubstitution,0.06918238993710692,xajriqyds
pgwfgqaaoqfrqjutwogqiueczgjqrkwtoaeqrfovrdotopigqmu,MonoalphabeticSubstitution,0.05568627450980392,qogrwfaut
exdpgrzykyxkiqtieiwcuzpikxkgirxsxdeznwydemzrixmkgiykxni,MonoalphabeticSubstitution,0.06397306397306397,ixkezydgr
kerkkeawrqhzrkleapxeaiaskerffibzzafrxrhzibfjlaferifghrqh,MonoalphabeticSubstitution,0.06818181818181818,reafkhziq
cxnbxukjxaufbbfpqqwfjkuufcgfzfqrsfjrjxuxaiacnrkjpfrbizzqwf,MonoalphabeticSubstitution,0.060496067755595885,fxujbqrck
iakzpdkeopqioygasphzczcaqdrmakdesgiotaxzhoekzcariods,MonoalphabeticSubstitution,0.05203619909502263,azoikdpes
akprtrihrsfzisdfpkissrrusddefklpdqkhysdetkidejdyprgyhhjr,MonoalphabeticSubstitution,0.06233766233766234,rdskpihfe
pwhxqbjkldjlkqbqqcqtbjfxxjhxqrulshuruttkrpjhprktbjwqjhpqkrut,MonoalphabeticSubstitution,0.06610169491525424,qjhktrpxb
bwjhqwpewkjenjpbypvhsehyyecwwkhvecenhuelzneqqbkckdhiqwenbwa,MonoalphabeticSubstitution,0.06370543541788427,ewhbqknjp
tblbwtpwflbkzmlgawxzblqmpwgpdlqpopxraimqqxzbmllkamozbgmwt,MonoalphabeticSubstitution,0.06077694235588972,lbmwpzqtg
duutadevtwtdlcsgmxcggaghvctcgmzthgxdwhxgwvghdvrtxtwtdvctx,MonoalphabeticSubstitution,0.07769423558897243,tgdvcxwhu
nhfikvbsfvbqvcjbfshtiypkbwvkwrqkbfnuhxyswcvnxspavxmkhiqyhk,MonoalphabeticSubstitution,0.049606775559588624,kvhbfsniq
yeisqfsjyeocqftcuejisqsqjezdeqsqnjzeetzctevnzeolsuetjcqe,MonoalphabeticSubstitution,0.08116883116883117,eqsjctzyi
kerrjsbxgvjcvbvevxoueueeqeibxgjbvihygjbuerkyujsbxbvehxcz,MonoalphabeticSubstitution,0.06623376623376623,ebvjxurgk
smjnbjxlsyvmjsn,MonoalphabeticSubstitution,0.0761904761904762,sjmnbxlyv
sxbpbybpbicqbzetxsiegsxbczfyegfcyirgfsxbxbrmucnsbpfccpyri,MonoalphabeticSubstitution,0.06578947368421052,bcsxpyife
lihexhcohskrlqejhzjxhajhiapezajllzupjsxbexpezpjjxhjlilw,MonoalphabeticSubstitution,0.06936026936026936,jhlexzpia
tvhqpjjbwfmyjkftvheshfohvhveycoxtkepbhytvnjomvefyshngxjjf,MonoalphabeticSubstitution,0.05576441102756892,hvjftyeop
yflzyemtueimntvntueimnyomniylmvnqyleyfxpylimqeimjimmslim,MonoalphabeticSubstitution,0.08051948051948052,myilentfu
zqmyumealulwbcjzxuyaexagqrrjcqnxafxanchyflceoaarxukmayb,MonoalphabeticSubstitution,0.05117845117845118,axyucqmel
mcshhgjcquwfnifmchfmmhbdgujccofhscchfmcuvfyhdcxuiqofodngffv,MonoalphabeticSubstitution,0.07247223845704266,cfhmugdos
zjowtnicdjigneccvnizneflnfojsvflwzzjowtbfv,MonoalphabeticSubstitution,0.053426248548199766,nzjfowicv
nomxdmaewngqqyjiwjdwljrnomsqjgmquojwqhroqewmkmmtmdlw,MonoalphabeticSubstitution,0.06334841628959276,mwqjondeg
bqdtqzdwiydsxsnssdzmiizodqnsmqnfedttnsjxjeiwirrnzdxsm,MonoalphabeticSubstitution,0.06313497822931785,dsinqztxm
ubnpjvyygzvbwxdgongxgkvgqojoakgkvjcvuhwvbnqkojvubdakgyoakgmxz,MonoalphabeticSubstitution,0.05737704918032787,gvkobjuny
fesetwfewhafvsbdtnfdpafxpfwwipyseuhyhawipfnnbhfxisev,MonoalphabeticSubstitution,0.06108597285067873,fewshpani
bnyyknswnjnbwqiymaqjgytnyewnswyhoqgsndwnqqiwpwhwqgtwy,MonoalphabeticSubstitution,0.08055152394775036,wnyqsgbji
jrorzbaoaajzeeoiwyizqjaebwyxjroxpbk,MonoalphabeticSubstitution,0.05714285714285714,joarzbeiw
jycsyzqzvusxvszvwvxalqiyikifscuywqjdqlqidqzgwvxovhe,MonoalphabeticSubstitution,0.050980392156862744,qvyszixwj
luhiiuxbvdgluqtwcnfcvclucfhiwarcdchkpabrnzcmxaci,MonoalphabeticSubstitution,0.05053191489361702,cuilhaxbv
wjtrkiyzrryifygusabzreakikiyqzdgukgzdkgqfixodrjxtjvygdq,MonoalphabeticSubstitution,0.04915824915824916,rkiygzdjq
xjhcvthpatuwbjllfzvphulupqflavfzwxzyclalfzzspmzkljkqzhavlfz,MonoalphabeticSubstitution,0.05961426066627703,lzfhvpaju
kbjzkymhihhehgdzkbkkihjlqqzhjkumkygbvlmmzhdhaqckgdlgjqkqlih,MonoalphabeticSubstitution,0.07130333138515488,khqjzmglb
mlbyqojmovxtdjmftlbkytbomcytkyuqysrbyovpkhuyovxckyaldvj,MonoalphabeticSubstitution,0.0531986531986532,yombvtklj
rpmcowcewjufvkowmcujzkvucprokdowgutwvikdcvlczlpkokow,MonoalphabeticSubstitution,0.06108597285067873,cowkuvprm
sfnqyoxthgjhvygtguypteygecnpmnqrdyuncnfctjyfz,MonoalphabeticSubstitution,0.049494949494949494,yntgfcqhj
iaauzarprjauzdazpdduzaotnzqinqkrrhzqtronquzt,MonoalphabeticSubstitution,0.07399577167019028,zaruqdtni
spjnjwmpkmjfufgfmmsnswr,MonoalphabeticSubstitution,0.07114624505928854,msjfpnwku
retbgldwtespbezumzretreuzdroonozzbxdrecududrotwcosumcgwr,MonoalphabeticSubstitution,0.06103896103896104,redzuotbw
bvfaimwbaivaqztbgzbihbizcqrndxzcyrtvfzfzbhbwebpdqzcplbcyzh,MonoalphabeticSubstitution,0.05868118572292801,bzicvfaqh
jpjrnrtypnvjispjpsnyjxutynpsztmsputagtzhvtappsrtxanyiljxp,MonoalphabeticSubstitution,0.06954887218045112,ptjnsyrxa
qjnwzsrijmcuwlgwphslfwlnwsufcxpqwpqnsufyqlpfycnsb,MonoalphabeticSubstitution,0.05357142857142857,wsqnlpfcu
cbhgfqasewnfqaccqksgccbzzmgccglqahjqgsqgqxlrglqgmasfbfqg,MonoalphabeticSubstitution,0.07792207792207792,gqcfasblh
akqsonsttrvwnvwuhvkztvdnwseouwgiiqzokqqhunzusvowgkevedkqgeo,MonoalphabeticSubstitution,0.053185271770894216,vkqowsnue
rpyqyqusitugurpcmukumipk,MonoalphabeticSubstitution,0.06884057971014493,upryqimks
adwvsxkswisadwuspbmbpbivbbmubiebtdib,MonoalphabeticSubstitution,0.08095238095238096,bsidwavup
trwaulaurttfrdjsudbpbuoxjdudxsdwtbjpztxvalxiiym,MonoalphabeticSubstitution,0.04902867715078631,tudxrajbw
bxguxvhcgxmixbxgckxzfybybxixybfpti,MonoalphabeticSubstitution,0.0873440285204991,xbgiycfuv
wvldiwfiblodjrvwvidfwiobkipnimlwiobvlfqlpnviwrjfcdlorrsvle,MonoalphabeticSubstitution,0.06594071385359952,ilwvdforb
dhrhfxoggiyxhyfyuaphfkhfkohjjhjxgpadqwhfxyxogymroybjgsohqo,MonoalphabeticSubstitution,0.06533575317604355,hoyfxgjdr
zcscafmsxlxixlsshqsauzysxouswcshcscirzsmxwazamafox,MonoalphabeticSubstitution,0.0783673469387755,sxcazmfli
jkluwgjkawjdhahugxlvzljjawhavbjapguqzhjav,MonoalphabeticSubstitution,0.07195121951219512,jahluwgvk
wdblaxxyzdibmaifafizbaibsifbzwsyzcgzbbsixqslmfsqalcshasjs,MonoalphabeticSubstitution,0.06704260651629072,sbaizflxw
igobflmmxzovgtwltvaigtloqzgltbugoriloqgjsaiaigfmceltltvla,MonoalphabeticSubstitution,0.06265664160401002,lgtioamvb
yvsefdxpvyyedxyiccvcxfvsbpvpqedxhyrfvsqlbnbpcghhsdx,MonoalphabeticSubstitution,0.05647058823529412,vyxsdpcef
xabwvdqvudfvdzfqdmgndolvdmemaajgwrlnabvudolmmvudvgxdnbv,MonoalphabeticSubstitution,0.06734006734006734,dvmabugnl
qymzumqgkkfgwwnsnvdhswnssfshvpwnsnvdhslssqsyonvomwnxy,MonoalphabeticSubstitution,0.07184325108853411,snwvqymhg
wjnmjftygzzugbkibpibuwjjbuvgbfjgygiuibpwjvzxvljcjkmquwkqpgbk,MonoalphabeticSubstitution,0.059322033898305086,jbguwkizp
vuqjsaqqbujwazelmpuqlnnsdklm,MonoalphabeticSubstitution,0.04497354497354497,quljsamnv
zrwwgcnrxokvxuvxwdvxxlbjlbwynvaobcxxvbnlwkvxbywwlffwgcjlaf,MonoalphabeticSubstitution,0.0647307924984876,wxvlbcnfr
reqvtjzbzyvcatgyzjvssbdzyvyeppxyvavyvaszvlqbzyvaxesepavehu,MonoalphabeticSubstitution,0.07078039927404718,vyzeasbpq
qnwwnlcwnkejhljjkttpnlctlhqewwxelehkwreckehwvttjznkewrhw,MonoalphabeticSubstitution,0.07662337662337662,wenlkhtjc
ktcstxfigzktuvcgqwca,MonoalphabeticSubstitution,0.042105263157894736,tckgsxfiz
zpgjdztgafzodkkdwxzkvspmdwxpgapdvaodxgdzqimieqdkgsikx,MonoalphabeticSubstitution,0.059506531204644414,dzgkpxaio
idivqzeefmtinliqmssvqdtuefmoisszfmswmknqtevkmpefmzsmqpmjqmzz,MonoalphabeticSubstitution,0.06836158192090395,mqsizefvt
bgdczlzknlrvydchzcyywrcnnbgdczewyyecqdwycrcsxydcrydc,MonoalphabeticSubstitution,0.08295625942684766,cydzrnwbg
xqvvyfpfxhvqswiurovdtwqvjddhvzvntwetfthvvkyvqkjygjnyzithjuvqtjinevqvpetfqinvddbvojntfkffdvnhvqukfjr,MonoalphabeticSubstitution,0.0645227788084931,vqftjdnhy
eplptwdqeoplrwwolowomubbdfujwcktrutedbcoondqlewrucmujn,MonoalphabeticSubstitution,0.05380852550663871,woueldptr
tjqfsyniqrtcnqxjqnxnqbxuyzzr,MonoalphabeticSubstitution,0.06349206349206349,qnxtjyrzf
piownyqbvxqoinnpxolyxbsisvukovxubtstnyosfssdsitnzuxqm,MonoalphabeticSubstitution,0.055152394775036286,sonxiyqbv
jskcsagcmwgganrsjwvbjskezcmskcjspzczphezvhgewbbaszdspwmjz,MonoalphabeticSubstitution,0.05952380952380952,szjcgwkam
cvmbvsagudhgiuohzxhfwhhmfwefvhisegsaeifrihydtins,MonoalphabeticSubstitution,0.05053191489361702,hisfvgema
xaypasjwjpaonhjpejp,MonoalphabeticSubstitution,0.08771929824561403,pjaxyswon
tfzkfbrvganfzocfmgbeidnilgkrfdnoinvyrdnbrfdnvqnca,MonoalphabeticSubstitution,0.055272108843537414,nfrdbvgiz
sfmzeflbrbakxfeqoybzpzwwkoxfylfojxkerbayqsdqaefvwberbo,MonoalphabeticSubstitution,0.050314465408805034,fbeozrakx
gqbepmqwweqsrbgeybheekgqbqsgqskvewqivmweksfjpwgeybwbsswlsvxsgwbn,MonoalphabeticSubstitution,0.0744047619047619,ewsqbgkvp
xpthmdbnqlbammuzrdcqnnjzolpaklnjhzzeazqgvdlztgzbgzqtnjmdoj,MonoalphabeticSubstitution,0.05021173623714459,znmdqljtb
kxrxgkjgsigpxyxgtjyxvepxvqxuasvcguxknyiwpjfrcvxfjftxytitpx,MonoalphabeticSubstitution,0.06533575317604355,xgjpytvki
brztofooaoxeltrcoaoxawoqeuk,MonoalphabeticSubstitution,0.07977207977207977,oartxebzf
pidzpsnncraidbjijtdsokjebratnczrqsttwrakzdskoskkjes,MonoalphabeticSubstitution,0.05176470588235294,skdrjtizn
afwjorsmazlksaseustaktazkwhfa,MonoalphabeticSubstitution,0.06896551724137931,askfwztjo
dnqdvqednwdigwivqepsuwswueiseqiugseuwfdpf,MonoalphabeticSubstitution,0.07195121951219512,dewqisunv
percwczvveixwviehfvlcbvywixwatvckdkhxj,MonoalphabeticSubstitution,0.05405405405405406,vcweixhkp
kzrgbhqthgjghtqzbpxdavqfbzrftvxgbzrozbnwjrjaxdzjojg,MonoalphabeticSubstitution,0.05333333333333334,zgbjrhqtx
jkacdiwkhzdqtkuhxjrqikqxdvjcruedxirucdxivowdqjxcrarqi,MonoalphabeticSubstitution,0.05805515239477504,diqxrjkcu
utumehjihpdihszdwsqjmckhyewllwlzhy,MonoalphabeticSubstitution,0.044563279857397504,hwlumejid
vfjbkfooieregpennlgrewnqgiplkroliemlejcjgrqkepdgulkrfke,MonoalphabeticSubstitution,0.05858585858585859,ekrglfjoi
jqwipidjaomlotqevpovcoaadlqvjwcvvpgefdaatgotagvqzorgeqwyqzuqjvotag,MonoalphabeticSubstitution,0.05687645687645688,qaovgjtwp
bsjnmknybknrblelsnehsuwnoezuypnruersnjzybbpiuhrkhii,MonoalphabeticSubstitution,0.05568627450980392,nbsreukyh
uzqwktswhrspgkcvsetwaztwvkgswpzukgtkmzrk,MonoalphabeticSubstitution,0.0641025641025641,kwztsgurp
mhxrhbsnduxhktfigmhtuinggudhupdptipukdinkhjgfjvfqxkjggpsh,MonoalphabeticSubstitution,0.05451127819548872,hgudkipxn
mirmthcuvyojlcovlveccmtiymvkchsceqo,MonoalphabeticSubstitution,0.06050420168067227,cmvoithyl
hjqogfqzfqhjkdguhoicmhgkizhkflhfdnlwnmofgfdgqjjgj,MonoalphabeticSubstitution,0.06377551020408163,hgfjqokdz
nqqubjgvqsjxehwpiewtaqehwpxjvitwxubjgbjxawvbexeblwlqbfw,MonoalphabeticSubstitution,0.05858585858585859,wbqjxevug
chripfcoinrocjjdfricoadgvdkxpgeracjzreoodjgnijogyyxcjzih,MonoalphabeticSubstitution,0.05584415584415584,cojridghp
zqccqcyfbfdrfgytobeqcctopvyuqvqcpggocfj,MonoalphabeticSubstitution,0.06747638326585695,cqfygobtp
mwyuekalvhaweyzhayemzvjhlvlheavaqlxwzixhmvchlzekyseeg,MonoalphabeticSubstitution,0.062409288824383166,ehalvyzmw
rugrwdazprwylybhbxrugrwdazprwylyfweetzyrgerdbe,MonoalphabeticSubstitution,0.06763285024154589,rwyegdzbu
mirugcoisglgheceyeolirdydoiiucpylyejgekipooleooirvqgd,MonoalphabeticSubstitution,0.06531204644412192,ioeglyrcd
slxkgkeaxkagyfaluacxafjanxjwuuncgpsiolkcgyiiycycygkjagk,MonoalphabeticSubstitution,0.061952861952861954,akgycxluj
xzdjyuqkjoqjyozxsjx,MonoalphabeticSubstitution,0.07602339181286549,jxzyqoduk
enmknpnhvqfuyhqgqfkvhvybelbxiuybkbtnpnxbkunhqbjlnkknppjbquhq,MonoalphabeticSubstitution,0.06327683615819209,nbkqhpuvy
maisbbtlbxqbmaklmabceamaiwizklnbwiohnwlxbchmkohlzbwvlmakh,MonoalphabeticSubstitution,0.06390977443609022,bmalikwhx
ynnuysuogtujgtulfsptbpofjltusqupiusucgyjosygtusouifyjgosuk,MonoalphabeticSubstitution,0.07924984875983061,usyogtjfp
zygbpycqtpzygbhgqkuzygbhufpvguyfptzyosymn,MonoalphabeticSubstitution,0.06463414634146342,ygzpbuqth
nwbbkxglbrefrfzxngfszrnekgl,MonoalphabeticSubstitution,0.05698005698005698,nbgrfkxle
xocaowfgjjflunlccxlzhclnylzhcohgxobltaehhezsgxozobwjnoru,MonoalphabeticSubstitution,0.05389610389610389,olchxzgjn
ufjgmfhierfcdnppfmnkfcchierfhdzphdncrfzuhgmzcamcihskegnk,MonoalphabeticSubstitution,0.05714285714285714,fhcmngier
kgzdrvkajmhgxjabuhzaueauejbmrpqjryvgxemjrpgjjmribbjbijmr,MonoalphabeticSubstitution,0.06233766233766234,jrmbgauek
eshbvcheregresammrihlizaatriumqhvihzhlbialserryucgcghlkr,MonoalphabeticSubstitution,0.05844155844155844,hreialscg
vejtuyeaboqkjvecirvjzviyiyrfyvizhiyevouzvhoqeoyaruiggceavoiu,MonoalphabeticSubstitution,0.06271186440677966,vieyoujar
snlyunzhzyqyqpvgeoyxubcolvesozvzpyqloiecoaepczyzkcoxjnjqy,MonoalphabeticSubstitution,0.05325814536340852,yzoqecnlp
jvmoytznxizmiklquuqqphgxzujycquyzhxtvxxmmlqjytznqunlq,MonoalphabeticSubstitution,0.05660377358490566,qzxumyjtn
ltreklsnncvpmricrttgvnspgrssetlivesexqnaikvrdhltuiinetl,MonoalphabeticSubstitution,0.05723905723905724,tlresnivk
cxupggpdoxggsxudlpgqobrpzepxblxepvgqqeqvsriuiuzqxyoibr,MonoalphabeticSubstitution,0.05660377358490566,xpgquobre
mdtskidniletnhpetvebznhpdapthbzlzksgdtbvpdmvdoizdwpdckv,MonoalphabeticSubstitution,0.05454545454545454,dtpvzkine
jzpjelyijnnlhlpdgjohxjncmzkoznlhbjcxjkjozxnnglajzlccozkitn,MonoalphabeticSubstitution,0.06715063520871144,jnzlochxk
